question;relation
What type of show is beat the boss?;http://dbpedia.org/ontology/genre
what genre is generation kill;http://dbpedia.org/ontology/genre
what is an action-adventure game?;http://dbpedia.org/ontology/genre
where did ivan sratsimir of bulgaria bite the big one;http://dbpedia.org/ontology/deathPlace
What is the name of a known electronica album;http://dbpedia.org/ontology/genre
what kind of movie is outback house;http://dbpedia.org/ontology/genre
What is the satus time zone;http://dbpedia.org/ontology/timeZone
where was fred roos born;http://dbpedia.org/ontology/birthPlace
what are some pop music albums;http://dbpedia.org/ontology/genre
Who wrote the story for the time machine;http://dbpedia.org/ontology/writer
which journalist was born in webster?;http://dbpedia.org/ontology/birthPlace
whats the genre of  my gentleman friend;http://dbpedia.org/ontology/genre
what category of music would execution guaranteed be under;http://dbpedia.org/ontology/genre
Where was sriman born in?;http://dbpedia.org/ontology/birthPlace
who wrote the interpreter;http://dbpedia.org/ontology/writer
what's a tourist attraction in shannon, county clare;http://dbpedia.org/ontology/location
what kind of music does taylor ware make;http://dbpedia.org/ontology/genre
whats an example of a progressive house album;http://dbpedia.org/ontology/genre
Which type of music is scott helland known for;http://dbpedia.org/ontology/genre
which times zone is sturgis, michigan located in?;http://dbpedia.org/ontology/timeZone
what country was szymon askenazy born;http://dbpedia.org/ontology/birthPlace
what type of music is the album the flood;http://dbpedia.org/ontology/genre
what is lucas zens birthplace;http://dbpedia.org/ontology/birthPlace
which movie is written by pat proft;http://dbpedia.org/ontology/writer
Who was born in indianapolis;http://dbpedia.org/ontology/birthPlace
What's an example of a shooter game;http://dbpedia.org/ontology/genre
What are some lyrics that were written by james iha;http://dbpedia.org/ontology/writer
what is the genre of the album dose;http://dbpedia.org/ontology/genre
What is a location that can be found in the central european time zone?;http://dbpedia.org/ontology/timeZone
what genre does amantes sunt amentes belong to;http://dbpedia.org/ontology/genre
what country gives nationality to ibrahim mahlab;http://dbpedia.org/ontology/birthPlace
what music genre does jeff sherman perform;http://dbpedia.org/ontology/genre
what album did terry britten compose;http://dbpedia.org/ontology/writer
what american editor was born in  everett;http://dbpedia.org/ontology/birthPlace
where did martin scherber die;http://dbpedia.org/ontology/deathPlace
Which australian singer was born in benalla?;http://dbpedia.org/ontology/birthPlace
where in germany is jozsef asboth's place of death?;http://dbpedia.org/ontology/deathPlace
what type of music is on slade on stage?;http://dbpedia.org/ontology/genre
what kind of music does tiana xiao perform;http://dbpedia.org/ontology/genre
which city was thomas hartley born in;http://dbpedia.org/ontology/birthPlace
Is my horse & me 2 an action or racing game;http://dbpedia.org/ontology/genre
who was born in tervuren;http://dbpedia.org/ontology/birthPlace
what is a country rock musician;http://dbpedia.org/ontology/genre
Who's a punk rock musician in the dictators;http://dbpedia.org/ontology/genre
Who's a motorcycle racer born in wollongong;http://dbpedia.org/ontology/birthPlace
Where was chris herrmann born;http://dbpedia.org/ontology/birthPlace
what's the name of a singer born in los angeles;http://dbpedia.org/ontology/birthPlace
whirl tour is what type of video game?;http://dbpedia.org/ontology/genre
what is nick menza's nationality?;http://dbpedia.org/ontology/birthPlace
what album is under the genre of rhythm and blues?;http://dbpedia.org/ontology/genre
what's the name of one of roland kirk's jazz albums;http://dbpedia.org/ontology/genre
which city was polina jelizarova born in;http://dbpedia.org/ontology/birthPlace
What is the name of a man born in jersey city?;http://dbpedia.org/ontology/birthPlace
what computer videogame genre is lemmings paintball;http://dbpedia.org/ontology/genre
what kind of album is fully completely;http://dbpedia.org/ontology/genre
What is a comune in the central european time zone;http://dbpedia.org/ontology/timeZone
what's an art rock album;http://dbpedia.org/ontology/genre
What is an alternative metal genre album by Betzefer?;http://dbpedia.org/ontology/genre
What is the nationality of oleh shelayev?;http://dbpedia.org/ontology/birthPlace
what is the time zone for rzeszow;http://dbpedia.org/ontology/timeZone
which footballer was born in middlesbrough;http://dbpedia.org/ontology/birthPlace
What nationality is zhai yanpeng;http://dbpedia.org/ontology/birthPlace
What country was boris babochkin born in?;http://dbpedia.org/ontology/birthPlace
which country was lena adelsohn liljeroth born;http://dbpedia.org/ontology/birthPlace
where is the location of corpus christi catholic church?;http://dbpedia.org/ontology/location
who was born in west hartlepool;http://dbpedia.org/ontology/birthPlace
where did georgii karpechenko die;http://dbpedia.org/ontology/deathPlace
Name a gothic rock album;http://dbpedia.org/ontology/genre
what type of music does tin star orphans make;http://dbpedia.org/ontology/genre
what city was edward hoagland born in?;http://dbpedia.org/ontology/birthPlace
which city was alexander graf lambsdorff born;http://dbpedia.org/ontology/birthPlace
who wrote timerider: the adventure of lyle swann;http://dbpedia.org/ontology/writer
what video game genre is talesrunner?;http://dbpedia.org/ontology/genre
which country is kathy greenwood from;http://dbpedia.org/ontology/birthPlace
where is paul gonsalves from;http://dbpedia.org/ontology/birthPlace
Where does wwl-tv air?;http://dbpedia.org/ontology/location
What genre of music does baby bash produce;http://dbpedia.org/ontology/genre
who is a rock music artist;http://dbpedia.org/ontology/genre
Which genre of music does the artist feloni make;http://dbpedia.org/ontology/genre
what album is disco;http://dbpedia.org/ontology/genre
Who was the lyricist for fat bottomed girls?;http://dbpedia.org/ontology/writer
What is an example of some lyrics written by moby;http://dbpedia.org/ontology/writer
what are some examples of swedish artists in pop music?;http://dbpedia.org/ontology/genre
what was the name of chihiro onitsuka's debut j-pop album;http://dbpedia.org/ontology/genre
where is citibank hall?;http://dbpedia.org/ontology/location
what kind of music does look of love: the very best of abc feature;http://dbpedia.org/ontology/genre
is james moody bebop or pop rock;http://dbpedia.org/ontology/genre
what city in minnesota is  charles reisner from;http://dbpedia.org/ontology/birthPlace
Which genre of music is the album election special?;http://dbpedia.org/ontology/genre
what is the genre of the album whos the man;http://dbpedia.org/ontology/genre
what genre does artist arkonarussia perform;http://dbpedia.org/ontology/genre
what type of music is king of the blues;http://dbpedia.org/ontology/genre
what genre is bracket;http://dbpedia.org/ontology/genre
where did thomas arnold die?;http://dbpedia.org/ontology/deathPlace
who is a musician known for ballads;http://dbpedia.org/ontology/genre
ha geun-chan died in what korean city?;http://dbpedia.org/ontology/deathPlace
what type of music is the album covered with ants;http://dbpedia.org/ontology/genre
Who wrote the film higher learning?;http://dbpedia.org/ontology/writer
what city and state is located in the north american central time zone;http://dbpedia.org/ontology/timeZone
what state is lee-fendall house in?;http://dbpedia.org/ontology/location
Where did ghulam ahmad die;http://dbpedia.org/ontology/deathPlace
which city was vladimir gorb born;http://dbpedia.org/ontology/birthPlace
which state locates timothy p. bailey house;http://dbpedia.org/ontology/location
Where was myra freeman born?;http://dbpedia.org/ontology/birthPlace
What type of hardcore music is recorded on hope;http://dbpedia.org/ontology/genre
What genre is the album songs from the wood?;http://dbpedia.org/ontology/genre
which us city was besedka johnson born in;http://dbpedia.org/ontology/birthPlace
jamie davis is known for what genre of music?;http://dbpedia.org/ontology/genre
Where is yuji fujikawa from?;http://dbpedia.org/ontology/birthPlace
where did juliet richardson take her first breath;http://dbpedia.org/ontology/birthPlace
What sort of music is howard e. scott known for;http://dbpedia.org/ontology/genre
what is norberto aroldi's nationality?;http://dbpedia.org/ontology/birthPlace
what is an experimental music album;http://dbpedia.org/ontology/genre
Who's a politician born in the united kingdom;http://dbpedia.org/ontology/birthPlace
What type of album is grom?;http://dbpedia.org/ontology/genre
Where was vyacheslav prokopovych born;http://dbpedia.org/ontology/birthPlace
who was born in detroit;http://dbpedia.org/ontology/birthPlace
What is a film that was written by sarah polley;http://dbpedia.org/ontology/writer
who as born in  bethnal green;http://dbpedia.org/ontology/birthPlace
what is the place of birth of jil sander?;http://dbpedia.org/ontology/birthPlace
What is an example of a action-adventure game?;http://dbpedia.org/ontology/genre
what musical genre does  brandon reilly create;http://dbpedia.org/ontology/genre
who is known as soul music artist;http://dbpedia.org/ontology/genre
What german city was the place of birth of carl neuberg?;http://dbpedia.org/ontology/birthPlace
what is a jazz album example?;http://dbpedia.org/ontology/genre
what is maria mccool's country if nationality?;http://dbpedia.org/ontology/birthPlace
who is an example of a musical artist in the hardcore punk genre?;http://dbpedia.org/ontology/genre
Where in the US is the collins building;http://dbpedia.org/ontology/location
what type of video game genre was jackie chan's action kung fu;http://dbpedia.org/ontology/genre
where was mehmet fuat koprulu born;http://dbpedia.org/ontology/deathPlace
what film is written by thomas bezucha?;http://dbpedia.org/ontology/writer
Name somebody born in galway;http://dbpedia.org/ontology/birthPlace
What music genre is Endre Paksi?;http://dbpedia.org/ontology/genre
What style of music is the album one nation underground?;http://dbpedia.org/ontology/genre
Artist shark island creates this music.;http://dbpedia.org/ontology/genre
what state will you find the trinity methodist episcopal church and rectory;http://dbpedia.org/ontology/location
Where was sofia vitoria born;http://dbpedia.org/ontology/birthPlace
who are a well known UK based  pop music band;http://dbpedia.org/ontology/genre
what type of music does ajoo sing;http://dbpedia.org/ontology/genre
what movie was ettore scola in the credits as the film story contributor;http://dbpedia.org/ontology/writer
where did ellis rimmer die;http://dbpedia.org/ontology/deathPlace
what time zone does sumiton use?;http://dbpedia.org/ontology/timeZone
which artist plays blue-eyed soul;http://dbpedia.org/ontology/genre
what album by alice rose is a indie rock album;http://dbpedia.org/ontology/genre
